label,message,label_encoded,clean_message,tokens_text
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,do you want a new video phone anytime any network mins text for only five pounds per week call now or reply for delivery tomorrow,want new video phone anytime network mins text five pounds per week call reply delivery tomorrow
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",0,hello my love how goes that day i wish your well and fine babe and hope that you find some job prospects i miss you boytoy a teasing kiss,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,0,tell my bad character which u dnt lik in me ill try to change in ltgt i ll add tat my new year resolution waiting for ur replybe frankgood morning,tell bad character u dnt lik ill try change ltgt add tat new year resolution waiting ur replybe frankgood morning
ham,"Yeah, probably earlier than that",0,yeah probably earlier than that,yeah probably earlier
ham,Change windows logoff sound..,0,change windows logoff sound,change windows logoff sound
ham,I'm also came to room.,0,im also came to room,im also came room
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,0,huh but i got lesson at lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,0,i will reach office around ltdecimalgt amp my mobile have problem you cannt get my voice so call you asa ill free,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free
ham,"Cool, text me when you head out",0,cool text me when you head out,cool text head
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",1,you are being contacted by our dating service by someone you know to find out who it is call from a land line poboxwtgp,contacted dating service someone know find call land line poboxwtgp
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",1,wan win a meetgreet with westlife u or a m they are currently on what tour unbreakable untamed unkempt text or to cost p std text,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...,0,happy birthday may u find ur prince charming soon n dun work too hard,happy birthday may u find ur prince charming soon n dun work hard
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",0,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served,oh grand bit party doesnt mention cover charge probably first come first served
ham,You said to me before i went back to bed that you can't sleep for anything.,0,you said to me before i went back to bed that you cant sleep for anything,said went back bed cant sleep anything
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0,i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,1,bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is a per,bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0,says the ltgt year old with a man and money im down to my last ltgt still waiting for that check,says ltgt year old man money im last ltgt still waiting check
ham,I will come to ur home now,0,i will come to ur home now,come ur home
ham,Free any day but i finish at 6 on mon n thurs...,0,free any day but i finish at on mon n thurs,free day finish mon n thurs
ham,Will you be here for food,0,will you be here for food,food
ham,"life alle mone,eppolum oru pole allalo",0,life alle moneeppolum oru pole allalo,life alle moneeppolum oru pole allalo
ham,Nite...,0,nite,nite
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt",0,two fundamentals of cool life walk like you are the king or walk like you dont carewhoever is the king gud nyt,two fundamentals cool life walk like king walk like dont carewhoever king gud nyt
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",0,camera quite good mega pixels optical and digital dooms have a lovely holiday be safe and i hope you hav a good journey happy new year to you both see you in a couple of weeks,camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0,hi peteynoim ok just wanted chat coz avent spoken u a long timehope ur doin alritehave good nit at js love ya amx,hi peteynoim ok wanted chat coz avent spoken u long timehope ur doin alritehave good nit js love ya amx
ham,I just saw ron burgundy captaining a party boat so yeah,0,i just saw ron burgundy captaining a party boat so yeah,saw ron burgundy captaining party boat yeah
ham,I'm serious. You are in the money base,0,im serious you are in the money base,im serious money base
ham,Already one guy loving you:-.,0,already one guy loving you,already one guy loving
ham,Staff of placement training in Amrita college.,0,staff of placement training in amrita college,staff placement training amrita college
ham,I always chat with you. In fact i need money can you raise me?,0,i always chat with you in fact i need money can you raise me,always chat fact need money raise
ham,I'm job profile seems like bpo..,0,im job profile seems like bpo,im job profile seems like bpo
ham,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",0,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it,well give cos said didnt one nighters persevered found one cheap apologise advance somewhere sleep isnt
ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",0,so you think i should actually talk to him not call his boss in the morning i went to this place last year and he told me where i could go and get my car fixed cheaper he kept telling me today how much he hoped i would come back in how he always regretted not getting my number etc,think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
ham,Are you willing to go for apps class.,0,are you willing to go for apps class,willing go apps class
ham,Hanging out with my brother and his family,0,hanging out with my brother and his family,hanging brother family
ham,No it will reach by 9 only. She telling she will be there. I dont know,0,no it will reach by only she telling she will be there i dont know,reach telling dont know
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,0,hey are you going to quit soon xuhui and i working till end of the month,hey going quit soon xuhui working till end month
